_time,container_name,namespace,node_name,pod_name,cpu_usage_core_nanoseconds,cpu_usage_nanocores,logsfs_available_bytes,logsfs_capacity_bytes,logsfs_used_bytes,memory_major_page_faults,memory_page_faults,memory_rss_bytes,memory_usage_bytes,memory_working_set_bytes,rootfs_available_bytes,rootfs_capacity_bytes,rootfs_used_bytes
2025-08-04 06:00:18+00:00,ovs-cni-marker,cluster-network-addons,neuronet-w3,ovs-cni-amd64-kmndl,111517763000.0,181328.0,29420187648.0,62241562624.0,8192.0,0.0,1202882.0,5615616.0,6332416.0,6332416.0,29420187648.0,62241562624.0,40960.0
2025-08-04 06:00:18+00:00,profile-controller,kubeflow,neuronet-w2,kubeflow-pipelines-profile-controller-5dcf75b69f-wczgd,3237506038000.0,548818.0,23309656064.0,62241562624.0,13217792.0,0.0,6197.0,10981376.0,11923456.0,11853824.0,23309656064.0,62241562624.0,1531904.0
2025-08-04 06:00:18+00:00,prometheus,optimiter,neuronet-w2,prometheus-prometheus-kube-prometheus-prometheus-0,32512565962000.0,222971639.0,23309656064.0,62241562624.0,40960.0,1.0,2325832.0,653910016.0,2110955520.0,699326464.0,23309656064.0,62241562624.0,57344.0
2025-08-04 06:00:18+00:00,server,kubeflow,neuronet-w2,cache-server-54d55f7f9f-rh7x2,26467039000.0,0.0,23309656064.0,62241562624.0,8192.0,0.0,4281.0,8900608.0,9515008.0,9515008.0,23309656064.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,server,kubeflow-user-example-com,neuronet-w2,data-http-server-7ff4ff6b47-2cbg8,1639920249000.0,514112.0,23309656064.0,62241562624.0,0.0,0.0,6697.0,12365824.0,14815232.0,13156352.0,23309656064.0,62241562624.0,1810432.0
2025-08-04 06:00:18+00:00,tensorboards-web-app,kubeflow,neuronet-w1,tensorboards-web-app-deployment-57b69849c-shgzk,3095283729000.0,450624.0,20176318464.0,62241562624.0,118784.0,20.0,126038.0,150773760.0,155459584.0,154988544.0,20176318464.0,62241562624.0,454656.0
2025-08-04 06:00:18+00:00,training-operator,kubeflow,neuronet-w2,training-operator-64c768746c-fwgkl,59418764755000.0,10978609.0,23309656064.0,62241562624.0,2514944.0,0.0,1617695.0,23068672.0,23826432.0,23826432.0,23309656064.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,ubuntu,default,neuronet-w3,ubuntu-test,2973649314000.0,450585.0,29420187648.0,62241562624.0,21262336.0,3.0,72185058.0,368640.0,51281920.0,2744320.0,29420187648.0,62241562624.0,48607232.0
2025-08-04 06:00:18+00:00,volumes-web-app,kubeflow,neuronet-w3,volumes-web-app-deployment-7dd9868756-ss5fj,3143232362000.0,603943.0,29420187648.0,62241562624.0,270336.0,0.0,243642.0,151048192.0,156155904.0,155262976.0,29420187648.0,62241562624.0,491520.0
2025-08-04 06:00:18+00:00,webhook,knative-serving,neuronet-w1,webhook-578c5cf66f-7gd94,119211138787000.0,21146626.0,20176318464.0,62241562624.0,15130624.0,0.0,1155586.0,20873216.0,21635072.0,21635072.0,20176318464.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,webhook,knative-serving,neuronet-w3,net-istio-webhook-dc448cfc4-rbd82,11768993450000.0,23792603.0,29420187648.0,62241562624.0,4493312.0,0.0,94033.0,18440192.0,19197952.0,19197952.0,29420187648.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,workflow-controller,kubeflow,neuronet-w2,workflow-controller-5f8c886bd6-7wpg7,308304134000.0,18376794.0,23309656064.0,62241562624.0,851968.0,0.0,14807.0,15527936.0,16195584.0,16195584.0,23309656064.0,62241562624.0,40960.0
2025-08-04 06:00:18+00:00,openebs-ndm-operator,openebs,neuronet-w2,openebs-ndm-operator-5d7944c94d-r99qq,15187505766000.0,2983451.0,23309656064.0,62241562624.0,540672.0,0.0,10918.0,9146368.0,9940992.0,9940992.0,23309656064.0,62241562624.0,20480.0
2025-08-04 06:00:18+00:00,openebs-ndm,openebs,neuronet-w3,openebs-ndm-nr9ng,4746918246000.0,148562.0,29420187648.0,62241562624.0,65536.0,11.0,52409124.0,9342976.0,10678272.0,10670080.0,29420187648.0,62241562624.0,61440.0
2025-08-04 06:00:18+00:00,openebs-ndm,openebs,neuronet-w2,openebs-ndm-hkdtc,4777801135000.0,148216.0,23309656064.0,62241562624.0,65536.0,11.0,54667890.0,9842688.0,11190272.0,11182080.0,23309656064.0,62241562624.0,61440.0
2025-08-04 06:00:18+00:00,openebs-ndm,openebs,neuronet-w1,openebs-ndm-zw254,4232596657000.0,717263.0,20176318464.0,62241562624.0,65536.0,12.0,52789315.0,9883648.0,11243520.0,11235328.0,20176318464.0,62241562624.0,61440.0
2025-08-04 06:00:18+00:00,ml-pipeline-viewer-crd,kubeflow,neuronet-w3,ml-pipeline-viewer-crd-7dfb5bf4f6-nc4k2,10710726155000.0,2037678.0,29420187648.0,62241562624.0,1060864.0,0.0,465826.0,12759040.0,13373440.0,13373440.0,29420187648.0,62241562624.0,24576.0
2025-08-04 06:00:18+00:00,ml-pipeline-visualizationserver,kubeflow,neuronet-w1,ml-pipeline-visualizationserver-5dbf96bb97-f5dfx,90035180070000.0,17560361.0,20176318464.0,62241562624.0,0.0,17.0,1628091106.0,91717632.0,96550912.0,96505856.0,20176318464.0,62241562624.0,118784.0
2025-08-04 06:00:18+00:00,ml-pipeline-visualizationserver,kubeflow-user-example-com,neuronet-w1,ml-pipeline-visualizationserver-955b54775-5z54k,4544100000.0,0.0,20176318464.0,62241562624.0,0.0,0.0,38925.0,91414528.0,95432704.0,95387648.0,20176318464.0,62241562624.0,118784.0
2025-08-04 06:00:18+00:00,mysql,kubeflow,neuronet-w1,mysql-5b446b5744-x7xrw,54128804239000.0,10359981.0,20176318464.0,62241562624.0,8192.0,0.0,623890.0,600850432.0,762806272.0,611381248.0,20176318464.0,62241562624.0,49152.0
2025-08-04 06:00:18+00:00,ndm-cluster-exporter,openebs,neuronet-w3,openebs-ndm-cluster-exporter-7bfd5746f4-fv99h,1348910529000.0,105061.0,29420187648.0,62241562624.0,4096.0,0.0,4028.0,7856128.0,8495104.0,8495104.0,29420187648.0,62241562624.0,20480.0
2025-08-04 06:00:18+00:00,node-disk-exporter,openebs,neuronet-w1,openebs-ndm-node-exporter-llrqp,1257354082000.0,256907.0,20176318464.0,62241562624.0,4096.0,0.0,4699.0,7766016.0,8589312.0,8589312.0,20176318464.0,62241562624.0,20480.0
2025-08-04 06:00:18+00:00,node-disk-exporter,openebs,neuronet-w2,openebs-ndm-node-exporter-hrxr8,1418816688000.0,145969.0,23309656064.0,62241562624.0,4096.0,0.0,4434.0,7725056.0,8544256.0,8544256.0,23309656064.0,62241562624.0,20480.0
2025-08-04 06:00:18+00:00,node-disk-exporter,openebs,neuronet-w3,openebs-ndm-node-exporter-b5fwz,1347107844000.0,139437.0,29420187648.0,62241562624.0,4096.0,0.0,4679.0,7913472.0,8761344.0,8761344.0,29420187648.0,62241562624.0,20480.0
2025-08-04 06:00:18+00:00,kube-controller-manager,kube-system,neuronet-m3,kube-controller-manager-neuronet-m3,188769270000.0,7252602.0,47973613568.0,62241562624.0,151552.0,0.0,9216.0,19128320.0,19906560.0,19881984.0,47973613568.0,62241562624.0,69632.0
2025-08-04 06:00:18+00:00,node-exporter,optimiter,neuronet-m1,prometheus-prometheus-node-exporter-5knrk,5081332326000.0,236673.0,51660533760.0,62241562624.0,8192.0,14.0,4399975.0,10268672.0,11923456.0,11923456.0,51660533760.0,62241562624.0,32768.0
2025-08-04 06:00:18+00:00,node-exporter,optimiter,neuronet-m3,prometheus-prometheus-node-exporter-q4858,6456478355000.0,214426.0,47973613568.0,62241562624.0,8192.0,2.0,4150017.0,9822208.0,10948608.0,10948608.0,47973613568.0,62241562624.0,32768.0
