,result,table,_start,_stop,_time,_value,_field,_measurement,container_id,container_name,inventory-cluster-id,inventory-rack-id,inventory-server-id,namespace,plugin,pod_name,url
,_result,4,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:09:00Z,7234.29,kepler_container_joules_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:01:00Z,25249.999999990298,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:02:00Z,8450.000000008611,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:03:00Z,19899.999999991753,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:04:00Z,11149.999999997817,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:05:00Z,36299.999999998065,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:06:00Z,16650.00000001176,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:07:00Z,30099.999999993088,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:08:00Z,15800.000000005333,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
,_result,5,2025-07-30T14:00:17.274674293Z,2025-07-30T14:10:17.274674293Z,2025-07-30T14:09:00Z,37999.99999999575,kepler_container_microwatts_consumption_total,energy_measurements,205adc77fb944cb7d15d96ba20938e6f1a4302dacfa897dbe36ccc77d631d250,ovs-cni-marker,flux,r4,Neuronet-Cluster,cluster-network-addons,kepler,ovs-cni-amd64-8h9vl,http://10.255.40.9:30118/metrics
