_time,inventory-server-id,vm_id,cpuload,disk_free,disk_total,disk_used,disk_used_percentage,mem_free,mem_total,mem_used,mem_used_percentage,swap_free,swap_total,swap_used,swap_used_percentage,uptime,disk_free_gb,disk_total_gb,disk_used_gb,disk_usage_percent
2025-08-04 06:18:04+00:00,flux-node3,185,0.008076782178233,34359738368.0,34359738368.0,0.0,0.0,253059072.0,2147483648.0,1894424576.0,88.21601867675781,0.0,0.0,0.0,0.0,6458998.0,32.0,32.0,0.0,0.0
2025-08-04 06:18:04+00:00,flux-node5,183,0.512795464570297,64424509440.0,64424509440.0,0.0,0.0,1926045696.0,34359738368.0,32433692672.0,94.39446926116943,0.0,0.0,0.0,0.0,6965687.0,60.0,60.0,0.0,0.0
2025-08-04 06:18:04+00:00,flux-node5,305,0.109885101968228,34359738368.0,34359738368.0,0.0,0.0,582463488.0,4294967296.0,3712503808.0,86.4384651184082,0.0,0.0,0.0,0.0,2665372.0,32.0,32.0,0.0,0.0
2025-08-04 06:18:05+00:00,flux-node1,300,0.361406379554713,34359738368.0,34359738368.0,0.0,0.0,417169408.0,4294967296.0,3877797888.0,90.28701782226562,0.0,0.0,0.0,0.0,2707924.0,32.0,32.0,0.0,0.0
2025-08-04 06:18:05+00:00,flux-node5,184,0.318245613415947,64424509440.0,64424509440.0,0.0,0.0,2029182976.0,34359738368.0,32330555392.0,94.09430027008057,0.0,0.0,0.0,0.0,6965673.0,60.0,60.0,0.0,0.0
2025-08-04 06:18:06+00:00,flux-node1,301,0.293099716599252,34359738368.0,34359738368.0,0.0,0.0,422424576.0,4294967296.0,3872542720.0,90.1646614074707,0.0,0.0,0.0,0.0,2707751.0,32.0,32.0,0.0,0.0
2025-08-04 06:18:06+00:00,flux-node1,188,0.358678273800665,64424509440.0,64424509440.0,0.0,0.0,371109888.0,4294967296.0,3923857408.0,91.35942459106444,0.0,0.0,0.0,0.0,6965609.0,60.0,60.0,0.0,0.0
2025-08-04 06:19:02+00:00,flux-node4,179,0.399502203319028,64424509440.0,64424509440.0,0.0,0.0,604344320.0,4294967296.0,3690622976.0,85.92901229858398,0.0,0.0,0.0,0.0,6008639.0,60.0,60.0,0.0,0.0
2025-08-04 06:19:02+00:00,flux-node5,181,0.327049860654016,64424509440.0,64424509440.0,0.0,0.0,415604736.0,4294967296.0,3879362560.0,90.32344818115234,0.0,0.0,0.0,0.0,6965774.0,60.0,60.0,0.0,0.0
2025-08-04 06:19:03+00:00,flux-node3,185,0.0208842393516124,34359738368.0,34359738368.0,0.0,0.0,260182016.0,2147483648.0,1887301632.0,87.88433074951172,0.0,0.0,0.0,0.0,6459056.0,32.0,32.0,0.0,0.0
2025-08-04 06:19:03+00:00,flux-node3,306,0.0103744504462719,34359738368.0,34359738368.0,0.0,0.0,387203072.0,2147483648.0,1760280576.0,81.96945190429688,0.0,0.0,0.0,0.0,2287780.0,32.0,32.0,0.0,0.0
2025-08-04 06:19:03+00:00,flux-node5,303,0.105320596866726,34359738368.0,34359738368.0,0.0,0.0,1176727552.0,4294967296.0,3118239744.0,72.60217666625977,0.0,0.0,0.0,0.0,2665593.0,32.0,32.0,0.0,0.0
2025-08-04 06:19:03+00:00,flux-node5,304,0.0784418130566563,34359738368.0,34359738368.0,0.0,0.0,524251136.0,4294967296.0,3770716160.0,87.79382705688477,0.0,0.0,0.0,0.0,2665449.0,32.0,32.0,0.0,0.0
2025-08-04 06:19:04+00:00,flux-node5,305,0.0790309215608829,34359738368.0,34359738368.0,0.0,0.0,580612096.0,4294967296.0,3714355200.0,86.48157119750977,0.0,0.0,0.0,0.0,2665432.0,32.0,32.0,0.0,0.0
2025-08-04 06:19:04+00:00,flux-node5,184,0.33397362775078,64424509440.0,64424509440.0,0.0,0.0,2007408640.0,34359738368.0,32352329728.0,94.15767192840576,0.0,0.0,0.0,0.0,6965733.0,60.0,60.0,0.0,0.0
2025-08-04 06:19:04+00:00,flux-node5,183,0.542812138559716,64424509440.0,64424509440.0,0.0,0.0,1908846592.0,34359738368.0,32450891776.0,94.4445252418518,0.0,0.0,0.0,0.0,6965747.0,60.0,60.0,0.0,0.0
2025-08-04 06:19:04+00:00,flux-node4,182,0.300048894340928,64424509440.0,64424509440.0,0.0,0.0,1723125760.0,34359738368.0,32636612608.0,94.98504400253296,0.0,0.0,0.0,0.0,2663463.0,60.0,60.0,0.0,0.0
2025-08-04 06:19:04+00:00,flux-node1,302,0.254193057830675,34359738368.0,34359738368.0,0.0,0.0,474726400.0,4294967296.0,3820240896.0,88.94691467285156,0.0,0.0,0.0,0.0,2707787.0,32.0,32.0,0.0,0.0
2025-08-04 06:19:05+00:00,flux-node1,301,0.300193879272924,34359738368.0,34359738368.0,0.0,0.0,413437952.0,4294967296.0,3881529344.0,90.37389755249023,0.0,0.0,0.0,0.0,2707809.0,32.0,32.0,0.0,0.0
2025-08-04 06:19:06+00:00,flux-node1,300,0.342101603260887,34359738368.0,34359738368.0,0.0,0.0,428711936.0,4294967296.0,3866255360.0,90.01827239990234,0.0,0.0,0.0,0.0,2707984.0,32.0,32.0,0.0,0.0
2025-08-04 06:19:07+00:00,flux-node1,188,0.35167300388985,64424509440.0,64424509440.0,0.0,0.0,444583936.0,4294967296.0,3850383360.0,89.64872360229492,0.0,0.0,0.0,0.0,6965670.0,60.0,60.0,0.0,0.0
2025-08-04 06:20:01+00:00,flux-node5,184,0.261488384196146,64424509440.0,64424509440.0,0.0,0.0,2009235456.0,34359738368.0,32350502912.0,94.1523551940918,0.0,0.0,0.0,0.0,6965790.0,60.0,60.0,0.0,0.0
2025-08-04 06:20:01+00:00,flux-node5,305,0.0785527596825151,34359738368.0,34359738368.0,0.0,0.0,583671808.0,4294967296.0,3711295488.0,86.41033172607422,0.0,0.0,0.0,0.0,2665489.0,32.0,32.0,0.0,0.0
2025-08-04 06:20:01+00:00,flux-node3,306,0.0156194405860031,34359738368.0,34359738368.0,0.0,0.0,372994048.0,2147483648.0,1774489600.0,82.63111114501953,0.0,0.0,0.0,0.0,2287838.0,32.0,32.0,0.0,0.0
2025-08-04 06:20:01+00:00,flux-node5,183,0.284175581913061,64424509440.0,64424509440.0,0.0,0.0,1900498944.0,34359738368.0,32459239424.0,94.46882009506226,0.0,0.0,0.0,0.0,6965804.0,60.0,60.0,0.0,0.0
2025-08-04 06:20:02+00:00,flux-node3,185,0.0125006078207348,34359738368.0,34359738368.0,0.0,0.0,264208384.0,2147483648.0,1883275264.0,87.69683837890625,0.0,0.0,0.0,0.0,6459116.0,32.0,32.0,0.0,0.0
2025-08-04 06:20:02+00:00,flux-node4,179,0.383518287977556,64424509440.0,64424509440.0,0.0,0.0,637669376.0,4294967296.0,3657297920.0,85.15310287475586,0.0,0.0,0.0,0.0,6008699.0,60.0,60.0,0.0,0.0
2025-08-04 06:20:03+00:00,flux-node4,182,0.298419047873815,64424509440.0,64424509440.0,0.0,0.0,1716723712.0,34359738368.0,32643014656.0,95.00367641448976,0.0,0.0,0.0,0.0,2663523.0,60.0,60.0,0.0,0.0
