_time,container_id,container_name,namespace,pod_name,kepler_container_joules_total,kepler_container_microwatts_consumption_total
2025-08-04 06:29:00+00:00,kernel_processes,kernel_processes,kernel,kernel_processes,146301548.907,81988150.00007549
2025-08-04 06:29:00+00:00,788650fc8eae0ee1a0c0ceb7cfe660fea00cc219e1b669e9fd66d8b3d7eedd3d,kube-multus,kube-system,kube-multus-ds-b68jx,16.956,0.0
2025-08-04 06:29:00+00:00,b827a5cf1aaa4c2f1c8c9d3fd3427ba744f1fd401194e5edb7978400d8b73104,install-cni,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:29:00+00:00,77f43f3bb89ebcd89a09cf5227e295c3aa5d4457c4cfff77d773c3761dcb3da4,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,159982.191,0.0
2025-08-04 06:29:00+00:00,54214052d6488368b43da0b892d078b29cb5aa8432d1b4607c194cee104349d7,install-cni-plugin,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:29:00+00:00,6aeec4f8472bcc9e89ba10060fe97e0b50b5e15654292dc406013645587cc869,etcd,kube-system,etcd-neuronet-m1,41971408.179,21526199.99994834
2025-08-04 06:29:00+00:00,578e371f509e34eda9fe51a513646d6127a7ccdb5082a241da9cd080a41d23ed,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,74416.389,0.0
2025-08-04 06:29:00+00:00,52062c3ac390efee82962bbbfe0a794f98c46cba55d1c7a68994662bcbb6dffb,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,582442.791,338249.9999987582
2025-08-04 06:29:00+00:00,460fb9776671b6715c9b3d5ee5eaded3c71b4940b85eba21809bc67801d0b212,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,3728817.282,32099250.00000124
2025-08-04 06:29:00+00:00,37a85989479562f84c06619111e03acf53f0eb814343d193bd54e246a008aba1,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,462.156,1119199.9999999998
2025-08-04 06:29:00+00:00,1aa6d1ecb451b6b1350431fd247d2688dead903af3a86302e48f024ba6b8c2cf,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,2087.241,10002200.0
2025-08-04 06:29:00+00:00,1a96e5aac891ed3c850def9b9c51f6417f1783a8883d4d6a922ef4e6a7c4f6b0,coredns,kube-system,coredns-5dd5756b68-znnhh,1238688.453,673549.9999990376
2025-08-04 06:29:00+00:00,1601231756754091e5b1012a3179398d3f9885565dc4578bd229b18c5b1c7eb7,ovs-cni-plugin,cluster-network-addons,ovs-cni-amd64-8h9vl,0.0,0.0
2025-08-04 06:29:00+00:00,14bc8c204d73135d6e65e27faaad06614517929ed9b27f0211afc8128c0d196e,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,8839.443,0.0
2025-08-04 06:29:00+00:00,6d6042ac2cb0281883a4d12b4fc3ec31fc76262313326d1d5bb4252207f6520a,kube-proxy,kube-system,kube-proxy-zk9zk,369014.199,563550.0000003958
2025-08-04 06:30:00+00:00,8e2cd996cc6f0a355d71ff53be2df3cfce841b040ddd89dc94c14fd69bfdd3ae,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,2686.422,37800.00000000049
2025-08-04 06:30:00+00:00,a236b375f5058ee31c0a2964972fb9c64a7a7af6ee9850965628ac4ee251022e,install-multus-binary,kube-system,kube-multus-ds-b68jx,0.0,0.0
2025-08-04 06:30:00+00:00,a54dd4d5f3802c39910f5785896517f9818524dd5c911d08486caeff90df530a,kepler-exporter,optimiter,kepler-gjk9b,1934192.037,1368850.0000008692
2025-08-04 06:30:00+00:00,b827a5cf1aaa4c2f1c8c9d3fd3427ba744f1fd401194e5edb7978400d8b73104,install-cni,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:30:00+00:00,460fb9776671b6715c9b3d5ee5eaded3c71b4940b85eba21809bc67801d0b212,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,3730724.982,31794999.999995343
2025-08-04 06:30:00+00:00,f5bc704a638f0e01b70128a6a9ee3f95e3d60c2ec447045cbb669e546a5cb2c8,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,2297025.486,1335649.9999994412
2025-08-04 06:30:00+00:00,kernel_processes,kernel_processes,kernel,kernel_processes,146306414.268,81089350.00002384
2025-08-04 06:30:00+00:00,system_processes,system_processes,system,system_processes,26897029.596,14758400.000010928
2025-08-04 06:30:00+00:00,788650fc8eae0ee1a0c0ceb7cfe660fea00cc219e1b669e9fd66d8b3d7eedd3d,kube-multus,kube-system,kube-multus-ds-b68jx,16.956,0.0
2025-08-04 06:30:00+00:00,bf8d2de0afecbd04f0b8fe2087f2b1d9fdacfadc9cd38f13450bc0ad253ba271,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,19846.266,0.0
2025-08-04 06:30:00+00:00,77f43f3bb89ebcd89a09cf5227e295c3aa5d4457c4cfff77d773c3761dcb3da4,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,159982.191,0.0
2025-08-04 06:30:00+00:00,1a96e5aac891ed3c850def9b9c51f6417f1783a8883d4d6a922ef4e6a7c4f6b0,coredns,kube-system,coredns-5dd5756b68-znnhh,1238729.166,678549.9999998137
2025-08-04 06:30:00+00:00,6aeec4f8472bcc9e89ba10060fe97e0b50b5e15654292dc406013645587cc869,etcd,kube-system,etcd-neuronet-m1,41972854.416,24103950.00005762
2025-08-04 06:30:00+00:00,578e371f509e34eda9fe51a513646d6127a7ccdb5082a241da9cd080a41d23ed,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,74416.389,0.0
2025-08-04 06:30:00+00:00,54214052d6488368b43da0b892d078b29cb5aa8432d1b4607c194cee104349d7,install-cni-plugin,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:30:00+00:00,52062c3ac390efee82962bbbfe0a794f98c46cba55d1c7a68994662bcbb6dffb,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,582462.015,320400.0000007606
2025-08-04 06:30:00+00:00,37a85989479562f84c06619111e03acf53f0eb814343d193bd54e246a008aba1,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,520.356,970000.0
2025-08-04 06:30:00+00:00,1aa6d1ecb451b6b1350431fd247d2688dead903af3a86302e48f024ba6b8c2cf,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,2665.896,9644250.000000004
2025-08-04 06:30:00+00:00,6d6042ac2cb0281883a4d12b4fc3ec31fc76262313326d1d5bb4252207f6520a,kube-proxy,kube-system,kube-proxy-zk9zk,369020.271,101199.9999997594
2025-08-04 06:30:00+00:00,1601231756754091e5b1012a3179398d3f9885565dc4578bd229b18c5b1c7eb7,ovs-cni-plugin,cluster-network-addons,ovs-cni-amd64-8h9vl,0.0,0.0
2025-08-04 06:30:00+00:00,14bc8c204d73135d6e65e27faaad06614517929ed9b27f0211afc8128c0d196e,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,8839.443,0.0
2025-08-04 06:31:00+00:00,8e2cd996cc6f0a355d71ff53be2df3cfce841b040ddd89dc94c14fd69bfdd3ae,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,2687.262,14000.000000002425
2025-08-04 06:31:00+00:00,a236b375f5058ee31c0a2964972fb9c64a7a7af6ee9850965628ac4ee251022e,install-multus-binary,kube-system,kube-multus-ds-b68jx,0.0,0.0
2025-08-04 06:31:00+00:00,a54dd4d5f3802c39910f5785896517f9818524dd5c911d08486caeff90df530a,kepler-exporter,optimiter,kepler-gjk9b,1934237.079,750699.9999983236
2025-08-04 06:31:00+00:00,b827a5cf1aaa4c2f1c8c9d3fd3427ba744f1fd401194e5edb7978400d8b73104,install-cni,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:31:00+00:00,system_processes,system_processes,system,system_processes,26897898.0,14473399.999986092
2025-08-04 06:31:00+00:00,f5bc704a638f0e01b70128a6a9ee3f95e3d60c2ec447045cbb669e546a5cb2c8,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,2297097.933,1207450.00000267
2025-08-04 06:31:00+00:00,kernel_processes,kernel_processes,kernel,kernel_processes,146311204.173,79831750.00001986
2025-08-04 06:31:00+00:00,788650fc8eae0ee1a0c0ceb7cfe660fea00cc219e1b669e9fd66d8b3d7eedd3d,kube-multus,kube-system,kube-multus-ds-b68jx,16.956,0.0
2025-08-04 06:31:00+00:00,bf8d2de0afecbd04f0b8fe2087f2b1d9fdacfadc9cd38f13450bc0ad253ba271,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,19846.266,0.0
2025-08-04 06:31:00+00:00,77f43f3bb89ebcd89a09cf5227e295c3aa5d4457c4cfff77d773c3761dcb3da4,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,159982.191,0.0
2025-08-04 06:31:00+00:00,6d6042ac2cb0281883a4d12b4fc3ec31fc76262313326d1d5bb4252207f6520a,kube-proxy,kube-system,kube-proxy-zk9zk,369022.194,32050.00000016298
2025-08-04 06:31:00+00:00,6aeec4f8472bcc9e89ba10060fe97e0b50b5e15654292dc406013645587cc869,etcd,kube-system,etcd-neuronet-m1,41974325.073,24510949.999963246
2025-08-04 06:31:00+00:00,1601231756754091e5b1012a3179398d3f9885565dc4578bd229b18c5b1c7eb7,ovs-cni-plugin,cluster-network-addons,ovs-cni-amd64-8h9vl,0.0,0.0
2025-08-04 06:31:00+00:00,1a96e5aac891ed3c850def9b9c51f6417f1783a8883d4d6a922ef4e6a7c4f6b0,coredns,kube-system,coredns-5dd5756b68-znnhh,1238769.327,669350.0000013349
2025-08-04 06:31:00+00:00,1aa6d1ecb451b6b1350431fd247d2688dead903af3a86302e48f024ba6b8c2cf,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,3255.0,9818399.999999996
2025-08-04 06:31:00+00:00,37a85989479562f84c06619111e03acf53f0eb814343d193bd54e246a008aba1,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,586.029,1094550.0000000002
2025-08-04 06:31:00+00:00,14bc8c204d73135d6e65e27faaad06614517929ed9b27f0211afc8128c0d196e,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,8839.443,0.0
2025-08-04 06:31:00+00:00,52062c3ac390efee82962bbbfe0a794f98c46cba55d1c7a68994662bcbb6dffb,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,582480.45,307249.999998991
2025-08-04 06:31:00+00:00,54214052d6488368b43da0b892d078b29cb5aa8432d1b4607c194cee104349d7,install-cni-plugin,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:31:00+00:00,578e371f509e34eda9fe51a513646d6127a7ccdb5082a241da9cd080a41d23ed,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,74416.389,0.0
2025-08-04 06:31:00+00:00,460fb9776671b6715c9b3d5ee5eaded3c71b4940b85eba21809bc67801d0b212,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,3732739.392,33573500.00000248
2025-08-04 06:32:00+00:00,788650fc8eae0ee1a0c0ceb7cfe660fea00cc219e1b669e9fd66d8b3d7eedd3d,kube-multus,kube-system,kube-multus-ds-b68jx,16.956,0.0
2025-08-04 06:32:00+00:00,system_processes,system_processes,system,system_processes,26898749.982,14199700.000012914
2025-08-04 06:32:00+00:00,kernel_processes,kernel_processes,kernel,kernel_processes,146315750.715,75775699.99992847
2025-08-04 06:32:00+00:00,f5bc704a638f0e01b70128a6a9ee3f95e3d60c2ec447045cbb669e546a5cb2c8,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,2297160.024,1034850.0000002484
2025-08-04 06:32:00+00:00,bf8d2de0afecbd04f0b8fe2087f2b1d9fdacfadc9cd38f13450bc0ad253ba271,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,19846.266,0.0
2025-08-04 06:32:00+00:00,b827a5cf1aaa4c2f1c8c9d3fd3427ba744f1fd401194e5edb7978400d8b73104,install-cni,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:32:00+00:00,a54dd4d5f3802c39910f5785896517f9818524dd5c911d08486caeff90df530a,kepler-exporter,optimiter,kepler-gjk9b,1934306.769,1161500.0000029493
2025-08-04 06:32:00+00:00,a236b375f5058ee31c0a2964972fb9c64a7a7af6ee9850965628ac4ee251022e,install-multus-binary,kube-system,kube-multus-ds-b68jx,0.0,0.0
2025-08-04 06:32:00+00:00,8e2cd996cc6f0a355d71ff53be2df3cfce841b040ddd89dc94c14fd69bfdd3ae,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,2688.879,26949.999999995576
2025-08-04 06:32:00+00:00,77f43f3bb89ebcd89a09cf5227e295c3aa5d4457c4cfff77d773c3761dcb3da4,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,159982.191,0.0
2025-08-04 06:32:00+00:00,6d6042ac2cb0281883a4d12b4fc3ec31fc76262313326d1d5bb4252207f6520a,kube-proxy,kube-system,kube-proxy-zk9zk,369045.09,381600.000000132
2025-08-04 06:32:00+00:00,6aeec4f8472bcc9e89ba10060fe97e0b50b5e15654292dc406013645587cc869,etcd,kube-system,etcd-neuronet-m1,41975762.811,23962299.999967217
2025-08-04 06:32:00+00:00,1601231756754091e5b1012a3179398d3f9885565dc4578bd229b18c5b1c7eb7,ovs-cni-plugin,cluster-network-addons,ovs-cni-amd64-8h9vl,0.0,0.0
2025-08-04 06:32:00+00:00,1a96e5aac891ed3c850def9b9c51f6417f1783a8883d4d6a922ef4e6a7c4f6b0,coredns,kube-system,coredns-5dd5756b68-znnhh,1238819.334,833449.9999997206
2025-08-04 06:32:00+00:00,1aa6d1ecb451b6b1350431fd247d2688dead903af3a86302e48f024ba6b8c2cf,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,3861.825,10113749.999999998
2025-08-04 06:32:00+00:00,37a85989479562f84c06619111e03acf53f0eb814343d193bd54e246a008aba1,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,643.959,965499.9999999992
2025-08-04 06:32:00+00:00,14bc8c204d73135d6e65e27faaad06614517929ed9b27f0211afc8128c0d196e,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,8839.443,0.0
2025-08-04 06:32:00+00:00,52062c3ac390efee82962bbbfe0a794f98c46cba55d1c7a68994662bcbb6dffb,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,582503.298,380799.9999999689
2025-08-04 06:32:00+00:00,54214052d6488368b43da0b892d078b29cb5aa8432d1b4607c194cee104349d7,install-cni-plugin,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:32:00+00:00,578e371f509e34eda9fe51a513646d6127a7ccdb5082a241da9cd080a41d23ed,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,74416.389,0.0
2025-08-04 06:32:00+00:00,460fb9776671b6715c9b3d5ee5eaded3c71b4940b85eba21809bc67801d0b212,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,3735001.2,37696800.000003226
2025-08-04 06:33:00+00:00,788650fc8eae0ee1a0c0ceb7cfe660fea00cc219e1b669e9fd66d8b3d7eedd3d,kube-multus,kube-system,kube-multus-ds-b68jx,16.956,0.0
2025-08-04 06:33:00+00:00,system_processes,system_processes,system,system_processes,26899644.759,14912949.999980628
2025-08-04 06:33:00+00:00,kernel_processes,kernel_processes,kernel,kernel_processes,146320546.146,79923849.99990463
2025-08-04 06:33:00+00:00,f5bc704a638f0e01b70128a6a9ee3f95e3d60c2ec447045cbb669e546a5cb2c8,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,2297225.988,1099399.9999947846
2025-08-04 06:33:00+00:00,bf8d2de0afecbd04f0b8fe2087f2b1d9fdacfadc9cd38f13450bc0ad253ba271,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,19846.266,0.0
2025-08-04 06:33:00+00:00,b827a5cf1aaa4c2f1c8c9d3fd3427ba744f1fd401194e5edb7978400d8b73104,install-cni,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:33:00+00:00,a54dd4d5f3802c39910f5785896517f9818524dd5c911d08486caeff90df530a,kepler-exporter,optimiter,kepler-gjk9b,1934390.508,1395649.999997113
2025-08-04 06:33:00+00:00,a236b375f5058ee31c0a2964972fb9c64a7a7af6ee9850965628ac4ee251022e,install-multus-binary,kube-system,kube-multus-ds-b68jx,0.0,0.0
2025-08-04 06:33:00+00:00,8e2cd996cc6f0a355d71ff53be2df3cfce841b040ddd89dc94c14fd69bfdd3ae,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,2689.35,7850.00000000006
2025-08-04 06:33:00+00:00,77f43f3bb89ebcd89a09cf5227e295c3aa5d4457c4cfff77d773c3761dcb3da4,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,159982.191,0.0
2025-08-04 06:33:00+00:00,6d6042ac2cb0281883a4d12b4fc3ec31fc76262313326d1d5bb4252207f6520a,kube-proxy,kube-system,kube-proxy-zk9zk,369047.217,35449.999999643
2025-08-04 06:33:00+00:00,6aeec4f8472bcc9e89ba10060fe97e0b50b5e15654292dc406013645587cc869,etcd,kube-system,etcd-neuronet-m1,41977244.253,24690700.000027813
2025-08-04 06:33:00+00:00,1601231756754091e5b1012a3179398d3f9885565dc4578bd229b18c5b1c7eb7,ovs-cni-plugin,cluster-network-addons,ovs-cni-amd64-8h9vl,0.0,0.0
2025-08-04 06:33:00+00:00,1a96e5aac891ed3c850def9b9c51f6417f1783a8883d4d6a922ef4e6a7c4f6b0,coredns,kube-system,coredns-5dd5756b68-znnhh,1238856.636,621699.9999984788
2025-08-04 06:33:00+00:00,1aa6d1ecb451b6b1350431fd247d2688dead903af3a86302e48f024ba6b8c2cf,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,4471.23,10156749.999999994
2025-08-04 06:33:00+00:00,37a85989479562f84c06619111e03acf53f0eb814343d193bd54e246a008aba1,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,708.132,1069550.0
2025-08-04 06:33:00+00:00,14bc8c204d73135d6e65e27faaad06614517929ed9b27f0211afc8128c0d196e,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,8839.443,0.0
2025-08-04 06:33:00+00:00,52062c3ac390efee82962bbbfe0a794f98c46cba55d1c7a68994662bcbb6dffb,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,582527.154,397600.0000004812
2025-08-04 06:33:00+00:00,54214052d6488368b43da0b892d078b29cb5aa8432d1b4607c194cee104349d7,install-cni-plugin,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:33:00+00:00,578e371f509e34eda9fe51a513646d6127a7ccdb5082a241da9cd080a41d23ed,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,74416.389,0.0
2025-08-04 06:33:00+00:00,460fb9776671b6715c9b3d5ee5eaded3c71b4940b85eba21809bc67801d0b212,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,3736916.88,31927999.999995034
2025-08-04 06:34:00+00:00,77f43f3bb89ebcd89a09cf5227e295c3aa5d4457c4cfff77d773c3761dcb3da4,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,159982.191,0.0
2025-08-04 06:34:00+00:00,kernel_processes,kernel_processes,kernel,kernel_processes,146325274.56,78806900.0000755
2025-08-04 06:34:00+00:00,system_processes,system_processes,system,system_processes,26900564.346,15326450.000020366
2025-08-04 06:34:00+00:00,bf8d2de0afecbd04f0b8fe2087f2b1d9fdacfadc9cd38f13450bc0ad253ba271,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,19846.266,0.0
2025-08-04 06:34:00+00:00,b827a5cf1aaa4c2f1c8c9d3fd3427ba744f1fd401194e5edb7978400d8b73104,install-cni,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:34:00+00:00,a54dd4d5f3802c39910f5785896517f9818524dd5c911d08486caeff90df530a,kepler-exporter,optimiter,kepler-gjk9b,1934453.343,1047250.0000032596
2025-08-04 06:34:00+00:00,a236b375f5058ee31c0a2964972fb9c64a7a7af6ee9850965628ac4ee251022e,install-multus-binary,kube-system,kube-multus-ds-b68jx,0.0,0.0
2025-08-04 06:34:00+00:00,8e2cd996cc6f0a355d71ff53be2df3cfce841b040ddd89dc94c14fd69bfdd3ae,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,2691.3,32500.000000004547
2025-08-04 06:34:00+00:00,788650fc8eae0ee1a0c0ceb7cfe660fea00cc219e1b669e9fd66d8b3d7eedd3d,kube-multus,kube-system,kube-multus-ds-b68jx,16.956,0.0
2025-08-04 06:34:00+00:00,6d6042ac2cb0281883a4d12b4fc3ec31fc76262313326d1d5bb4252207f6520a,kube-proxy,kube-system,kube-proxy-zk9zk,369070.611,389899.9999995188
2025-08-04 06:34:00+00:00,f5bc704a638f0e01b70128a6a9ee3f95e3d60c2ec447045cbb669e546a5cb2c8,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,2297296.158,1169499.9999987583
2025-08-04 06:34:00+00:00,578e371f509e34eda9fe51a513646d6127a7ccdb5082a241da9cd080a41d23ed,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,74416.389,0.0
2025-08-04 06:34:00+00:00,14bc8c204d73135d6e65e27faaad06614517929ed9b27f0211afc8128c0d196e,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,8839.443,0.0
2025-08-04 06:34:00+00:00,1601231756754091e5b1012a3179398d3f9885565dc4578bd229b18c5b1c7eb7,ovs-cni-plugin,cluster-network-addons,ovs-cni-amd64-8h9vl,0.0,0.0
2025-08-04 06:34:00+00:00,1a96e5aac891ed3c850def9b9c51f6417f1783a8883d4d6a922ef4e6a7c4f6b0,coredns,kube-system,coredns-5dd5756b68-znnhh,1238904.345,795150.0000005277
2025-08-04 06:34:00+00:00,1aa6d1ecb451b6b1350431fd247d2688dead903af3a86302e48f024ba6b8c2cf,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,4926.273,7584050.000000009
2025-08-04 06:34:00+00:00,6aeec4f8472bcc9e89ba10060fe97e0b50b5e15654292dc406013645587cc869,etcd,kube-system,etcd-neuronet-m1,41978721.027,24612900.000065565
2025-08-04 06:34:00+00:00,460fb9776671b6715c9b3d5ee5eaded3c71b4940b85eba21809bc67801d0b212,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,3739028.637,35195950.0000036
2025-08-04 06:34:00+00:00,52062c3ac390efee82962bbbfe0a794f98c46cba55d1c7a68994662bcbb6dffb,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,582546.408,320900.00000122626
2025-08-04 06:34:00+00:00,54214052d6488368b43da0b892d078b29cb5aa8432d1b4607c194cee104349d7,install-cni-plugin,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:34:00+00:00,37a85989479562f84c06619111e03acf53f0eb814343d193bd54e246a008aba1,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,768.201,1001150.0000000012
2025-08-04 06:35:00+00:00,788650fc8eae0ee1a0c0ceb7cfe660fea00cc219e1b669e9fd66d8b3d7eedd3d,kube-multus,kube-system,kube-multus-ds-b68jx,16.956,0.0
2025-08-04 06:35:00+00:00,system_processes,system_processes,system,system_processes,26901450.015,14761149.999996029
2025-08-04 06:35:00+00:00,kernel_processes,kernel_processes,kernel,kernel_processes,146330124.42,80830999.9997417
2025-08-04 06:35:00+00:00,f5bc704a638f0e01b70128a6a9ee3f95e3d60c2ec447045cbb669e546a5cb2c8,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,2297366.19,1167200.000002049
2025-08-04 06:35:00+00:00,bf8d2de0afecbd04f0b8fe2087f2b1d9fdacfadc9cd38f13450bc0ad253ba271,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,19846.266,0.0
2025-08-04 06:35:00+00:00,b827a5cf1aaa4c2f1c8c9d3fd3427ba744f1fd401194e5edb7978400d8b73104,install-cni,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:35:00+00:00,a54dd4d5f3802c39910f5785896517f9818524dd5c911d08486caeff90df530a,kepler-exporter,optimiter,kepler-gjk9b,1934523.396,1167549.99999733
2025-08-04 06:35:00+00:00,a236b375f5058ee31c0a2964972fb9c64a7a7af6ee9850965628ac4ee251022e,install-multus-binary,kube-system,kube-multus-ds-b68jx,0.0,0.0
2025-08-04 06:35:00+00:00,8e2cd996cc6f0a355d71ff53be2df3cfce841b040ddd89dc94c14fd69bfdd3ae,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,2691.873,9549.999999997755
2025-08-04 06:35:00+00:00,77f43f3bb89ebcd89a09cf5227e295c3aa5d4457c4cfff77d773c3761dcb3da4,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,159982.191,0.0
2025-08-04 06:35:00+00:00,6d6042ac2cb0281883a4d12b4fc3ec31fc76262313326d1d5bb4252207f6520a,kube-proxy,kube-system,kube-proxy-zk9zk,369072.45,30650.00000060536
2025-08-04 06:35:00+00:00,6aeec4f8472bcc9e89ba10060fe97e0b50b5e15654292dc406013645587cc869,etcd,kube-system,etcd-neuronet-m1,41980267.683,25777599.99992947
2025-08-04 06:35:00+00:00,1601231756754091e5b1012a3179398d3f9885565dc4578bd229b18c5b1c7eb7,ovs-cni-plugin,cluster-network-addons,ovs-cni-amd64-8h9vl,0.0,0.0
2025-08-04 06:35:00+00:00,1a96e5aac891ed3c850def9b9c51f6417f1783a8883d4d6a922ef4e6a7c4f6b0,coredns,kube-system,coredns-5dd5756b68-znnhh,1238943.021,644599.9999996275
2025-08-04 06:35:00+00:00,1aa6d1ecb451b6b1350431fd247d2688dead903af3a86302e48f024ba6b8c2cf,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,5359.455,7219699.999999997
2025-08-04 06:35:00+00:00,37a85989479562f84c06619111e03acf53f0eb814343d193bd54e246a008aba1,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,837.75,1159149.9999999998
2025-08-04 06:35:00+00:00,14bc8c204d73135d6e65e27faaad06614517929ed9b27f0211afc8128c0d196e,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,8839.443,0.0
2025-08-04 06:35:00+00:00,52062c3ac390efee82962bbbfe0a794f98c46cba55d1c7a68994662bcbb6dffb,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,582565.677,321149.9999995188
2025-08-04 06:35:00+00:00,54214052d6488368b43da0b892d078b29cb5aa8432d1b4607c194cee104349d7,install-cni-plugin,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
2025-08-04 06:35:00+00:00,578e371f509e34eda9fe51a513646d6127a7ccdb5082a241da9cd080a41d23ed,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,74416.389,0.0
2025-08-04 06:35:00+00:00,460fb9776671b6715c9b3d5ee5eaded3c71b4940b85eba21809bc67801d0b212,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,3741013.671,33083899.99999975
2025-08-04 06:36:00+00:00,77f43f3bb89ebcd89a09cf5227e295c3aa5d4457c4cfff77d773c3761dcb3da4,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,159982.191,0.0
2025-08-04 06:36:00+00:00,kernel_processes,kernel_processes,kernel,kernel_processes,146334832.404,78466400.000453
2025-08-04 06:36:00+00:00,f5bc704a638f0e01b70128a6a9ee3f95e3d60c2ec447045cbb669e546a5cb2c8,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,2297437.2,1183500.0000040357
2025-08-04 06:36:00+00:00,system_processes,system_processes,system,system_processes,26902319.91,14498249.99999255
2025-08-04 06:36:00+00:00,b827a5cf1aaa4c2f1c8c9d3fd3427ba744f1fd401194e5edb7978400d8b73104,install-cni,kube-flannel,kube-flannel-ds-mwgcj,0.0,0.0
