_time,container_name,namespace,pod_name,cpu_millicores,memory_usage_mb,logsfs_usage_percent,container_power_watts
2025-08-04 06:13:00+00:00,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,2.965584,6.65234375,6.580811643087838e-06,44.388299999999994
2025-08-04 06:13:00+00:00,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,0.157443,11.40625,1.3161623286175676e-05,9702.3707
2025-08-04 06:13:00+00:00,etcd,kube-system,etcd-neuronet-m1,315.001621,235.9609375,0.036437954067777355,699122.34505
2025-08-04 06:13:00+00:00,coredns,kube-system,coredns-5dd5756b68-znnhh,6.01773,34.0078125,0.0006975660341673108,20634.176
2025-08-04 06:13:00+00:00,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,123.804438,97.01171875,0.0028889763113155607,3798.1865000000003
2025-08-04 06:13:00+00:00,kepler-exporter,optimiter,kepler-gjk9b,5.765043,118.2265625,0.0002105859725788108,32217.77545
2025-08-04 06:13:00+00:00,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,473.693063,1074.93359375,0.03980732962903833,61607.008649999996
2025-08-04 06:14:00+00:00,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,13.299377,22.73828125,0.00013819704450484458,466.6362
2025-08-04 06:14:00+00:00,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,32.887199,17.1640625,0.00027639408900968917,38266.115
2025-08-04 06:14:00+00:00,kube-multus,kube-system,kube-multus-ds-b68jx,0.0,1.59765625,1.3161623286175676e-05,0.2826
2025-08-04 06:14:00+00:00,kube-proxy,kube-system,kube-proxy-zk9zk,0.369222,33.08203125,0.0012503542121866892,6145.81685
2025-08-04 06:14:00+00:00,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,2.063355,6.65234375,6.580811643087838e-06,44.388299999999994
2025-08-04 06:14:00+00:00,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,0.175939,11.1015625,1.3161623286175676e-05,9702.692299999999
2025-08-04 06:14:00+00:00,etcd,kube-system,etcd-neuronet-m1,332.221353,238.35546875,0.036437954067777355,699150.079
2025-08-04 06:14:00+00:00,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,130.78262,97.5,0.0028955571229586485,3807.8624
2025-08-04 06:14:00+00:00,coredns,kube-system,coredns-5dd5756b68-znnhh,5.393956,34.11328125,0.0006975660341673108,20634.7517
2025-08-04 06:14:00+00:00,kepler-exporter,optimiter,kepler-gjk9b,5.699553,122.2265625,0.0002105859725788108,32219.010850000002
2025-08-04 06:14:00+00:00,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,349.266941,1047.90234375,0.03980732962903833,61641.86765
2025-08-04 06:15:00+00:00,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,13.677019,22.73828125,0.00013819704450484458,467.7758
2025-08-04 06:15:00+00:00,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,31.376076,17.1640625,0.00027639408900968917,38267.4552
2025-08-04 06:15:00+00:00,kube-multus,kube-system,kube-multus-ds-b68jx,0.033314,1.59765625,1.3161623286175676e-05,0.2826
2025-08-04 06:15:00+00:00,kube-proxy,kube-system,kube-proxy-zk9zk,4.043402,33.0859375,0.0012503542121866892,6145.8833
2025-08-04 06:15:00+00:00,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,1.255573,6.65234375,6.580811643087838e-06,44.42115
2025-08-04 06:15:00+00:00,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,0.09755,10.78125,1.3161623286175676e-05,9703.03845
2025-08-04 06:15:00+00:00,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,120.350195,97.5,0.0029021379346017367,3818.1482499999997
2025-08-04 06:15:00+00:00,etcd,kube-system,etcd-neuronet-m1,338.733739,235.66015625,0.036437954067777355,699178.57045
2025-08-04 06:15:00+00:00,coredns,kube-system,coredns-5dd5756b68-znnhh,6.749923,34.12890625,0.0006975660341673108,20635.360999999997
2025-08-04 06:15:00+00:00,kepler-exporter,optimiter,kepler-gjk9b,5.168627,122.2265625,0.0002105859725788108,32219.929650000002
2025-08-04 06:15:00+00:00,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,538.003564,1052.0078125,0.03980732962903833,61677.19195
2025-08-04 06:16:00+00:00,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,13.059438,22.73828125,0.00013819704450484458,468.76385
2025-08-04 06:16:00+00:00,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,24.7586,17.17578125,0.00027639408900968917,38268.65
2025-08-04 06:16:00+00:00,kube-multus,kube-system,kube-multus-ds-b68jx,0.023809,1.59765625,1.3161623286175676e-05,0.2826
2025-08-04 06:16:00+00:00,kube-proxy,kube-system,kube-proxy-zk9zk,0.219641,33.08203125,0.0012503542121866892,6146.01715
2025-08-04 06:16:00+00:00,ovs-cni-marker,cluster-network-addons,ovs-cni-amd64-8h9vl,0.133994,6.65234375,6.580811643087838e-06,44.42845
2025-08-04 06:16:00+00:00,node-exporter,optimiter,prometheus-prometheus-node-exporter-5knrk,0.197352,11.27734375,1.3161623286175676e-05,9703.38235
2025-08-04 06:16:00+00:00,kube-controller-manager,kube-system,kube-controller-manager-neuronet-m1,120.92826,97.5,0.0029087187462448244,3827.9377499999996
2025-08-04 06:16:00+00:00,etcd,kube-system,etcd-neuronet-m1,318.747525,231.85546875,0.036437954067777355,699206.4316499999
2025-08-04 06:16:00+00:00,coredns,kube-system,coredns-5dd5756b68-znnhh,5.276741,34.7578125,0.0006975660341673108,20636.0551
2025-08-04 06:16:00+00:00,kepler-exporter,optimiter,kepler-gjk9b,4.458731,122.2265625,0.0002105859725788108,32221.28095
2025-08-04 06:16:00+00:00,kube-apiserver,kube-system,kube-apiserver-neuronet-m1,691.252289,1234.8828125,0.03980732962903833,61709.53795
2025-08-04 06:17:00+00:00,kube-scheduler,kube-system,kube-scheduler-neuronet-m1,13.22739,22.73828125,0.00013819704450484458,469.8282
2025-08-04 06:17:00+00:00,kube-flannel,kube-flannel,kube-flannel-ds-mwgcj,22.13617,17.16796875,0.00027639408900968917,38269.55
2025-08-04 06:17:00+00:00,kube-multus,kube-system,kube-multus-ds-b68jx,0.0,1.59765625,1.3161623286175676e-05,0.2826
